Date,Day,PlateDay,Plate,Incubation,Volume,Treatment,Age,DOB,Sex,ID,ExpID,Distributor,Viability,Basal,ATP,Max,Spare,Leak,NonMito
7/22/2022,8,1,28,3,40,Control,Young,4/5/22,Male,M03560-33492,M12,Jackson,0.95,29.94,25.77,37.30666667,7.366666667,4.17,11.94333333
7/22/2022,8,1,28,3,40,R848.NP.Mi,Young,4/5/22,Male,M03560-33492,M12,Jackson,0.95,30.58333333,25.51,64.33916667,33.75583333,5.073333333,12.76833333
7/22/2022,8,2,29,3,40,CDN.NP.Mi,Aged,12/1/20,Male,M03566-33506,M11,Jackson,0.93,18.12666667,16.5,45.3875,27.26083333,1.626666667,11.515
7/22/2022,8,2,29,3,40,Control,Aged,12/1/20,Male,M03566-33506,M11,Jackson,0.93,22.81,20.39,39.72166667,16.91166667,2.42,11.11333333
7/22/2022,8,2,29,3,40,CDN.NP.Mi,Young,4/5/22,Male,M03560-33492,M12,Jackson,0.95,18.93166667,15.71833333,36.87083333,17.93916667,3.213333333,9.161666667
7/22/2022,8,2,29,3,40,Control,Young,4/5/22,Male,M03560-33492,M12,Jackson,0.95,23.89,20.31333333,28.69333333,4.803333333,3.576666667,9.936666667
7/22/2022,8,3,30,3,40,Control,Aged,12/1/20,Male,M03566-33506,M11,Jackson,0.93,17.48666667,15.36,31.305,13.81833333,2.126666667,8.55
7/22/2022,8,3,30,3,40,CpG.NP.Mi,Aged,12/1/20,Male,M03566-33506,M11,Jackson,0.93,17.4,15.53,40.19666667,22.79666667,1.87,9.173333333
7/22/2022,8,3,30,3,40,Control,Young,4/5/22,Male,M03560-33492,M12,Jackson,0.95,21.35333333,17.72666667,28.095,6.741666667,3.626666667,8
7/22/2022,8,3,30,3,40,CpG.NP.Mi,Young,4/5/22,Male,M03560-33492,M12,Jackson,0.95,15.05666667,12.46333333,28.02083333,12.96416667,2.593333333,6.726666667
7/25/2022,9,1,32,3,40,CDN.NP.Mi,Aged,12/29/20,Male,M03567-33501,M13,Jackson,0.96,36.115,23.87916667,107.8033333,71.68833333,12.23583333,17.52166667
7/25/2022,9,1,32,3,40,Control,Aged,12/29/20,Male,M03567-33501,M13,Jackson,0.96,34.21666667,26.53833333,84.30833333,50.09166667,7.678333333,14.59666667
7/25/2022,9,1,32,3,40,CDN.NP.Mi,Young,4/5/22,Male,M03560-33492,M14,Jackson,0.98,23.97666667,16.68833333,53.23583333,29.25916667,7.288333333,10.78666667
7/25/2022,9,1,32,3,40,Control,Young,4/5/22,Male,M03560-33492,M14,Jackson,0.98,28.8,16.97666667,62.16333333,33.36333333,11.82333333,12.23666667
7/25/2022,9,2,33,3,40,Control,Aged,12/29/20,Male,M03567-33501,M13,Jackson,0.96,30.29666667,16.25333333,80.82833333,50.53166667,14.04333333,14.57666667
7/25/2022,9,2,33,3,40,R848.NP.Mi,Aged,12/29/20,Male,M03567-33501,M13,Jackson,0.96,29.31833333,15.39083333,87.6275,58.30916667,13.9275,13.18
7/25/2022,9,2,33,3,40,Control,Young,4/5/22,Male,M03560-33492,M14,Jackson,0.98,28.72333333,15.83833333,54.905,26.18166667,12.885,11.45
7/25/2022,9,2,33,3,40,R848.NP.Mi,Young,4/5/22,Male,M03560-33492,M14,Jackson,0.98,24.72833333,11.70666667,70.13166667,45.40333333,13.02166667,11.45833333
7/25/2022,9,3,34,3,40,Control,Aged,12/29/20,Male,M03567-33501,M13,Jackson,0.96,29.14,23.68,45.82833333,16.68833333,5.46,11.87666667
7/25/2022,9,3,34,3,40,CpG.NP.Mi,Aged,12/29/20,Male,M03567-33501,M13,Jackson,0.96,30.89166667,22.49666667,63.995,33.10333333,8.395,12.315
7/25/2022,9,3,34,3,40,Control,Young,4/5/22,Male,M03560-33492,M14,Jackson,0.98,34.51,23.83333333,62.74333333,28.23333333,10.67666667,12.50666667
7/25/2022,9,3,34,3,40,CpG.NP.Mi,Young,4/5/22,Male,M03560-33492,M14,Jackson,0.98,28.13,20.96,52.54333333,24.41333333,7.17,10.67166667
7/29/2022,10,1,35,3,40,CDN,Aged,12/1/20,Male,M03566-33506,M15,Jackson,0.95,34.51333333,29.15083333,86.15,51.63666667,5.3625,16.82
7/29/2022,10,1,35,3,40,Control,Aged,12/1/20,Male,M03566-33506,M15,Jackson,0.95,31.22,27.455,88.175,56.955,3.765,17.91
7/29/2022,10,1,35,3,40,CDN,Young,4/5/22,Male,M03560-33498,M16,Jackson,0.96,22.78666667,17.42,38.90833333,16.12166667,5.366666667,9.701666667
7/29/2022,10,1,35,3,40,Control,Young,4/5/22,Male,M03560-33498,M16,Jackson,0.96,23.89333333,19.01666667,40.97666667,17.08333333,4.876666667,10.83333333
7/29/2022,10,2,36,3,40,CDN.NP.Mi,Aged,12/1/20,Male,M03566-33506,M15,Jackson,0.95,28.46666667,19.23416667,72.5825,44.11583333,9.2325,14.325
7/29/2022,10,2,36,3,40,Control,Aged,12/1/20,Male,M03566-33506,M15,Jackson,0.95,26.33333333,21.06166667,64.47666667,38.14333333,5.271666667,13.45333333
7/29/2022,10,2,36,3,40,CDN.NP.Mi,Young,4/5/22,Male,M03560-33498,M16,Jackson,0.96,19.72666667,12.93333333,51.15583333,31.42916667,6.793333333,8.751666667
7/29/2022,10,2,36,3,40,Control,Young,4/5/22,Male,M03560-33498,M16,Jackson,0.96,24.86333333,16.66166667,48.28166667,23.41833333,8.201666667,11.02333333
7/29/2022,10,3,37,3,40,Control,Aged,12/1/20,Male,M03566-33506,M15,Jackson,0.95,21.94666667,18.91666667,35.17333333,13.22666667,3.03,8.886666667
7/29/2022,10,3,37,3,40,R848,Aged,12/1/20,Male,M03566-33506,M15,Jackson,0.95,24.595,21.40333333,46.495,21.9,3.191666667,10.205
7/29/2022,10,3,37,3,40,Control,Young,4/5/22,Male,M03560-33498,M16,Jackson,0.96,20.19333333,16.56333333,30.12,9.926666667,3.63,7.93
7/29/2022,10,3,37,3,40,R848,Young,4/5/22,Male,M03560-33498,M16,Jackson,0.96,16.59666667,13.71833333,17.49583333,0.899166667,2.878333333,6.541666667
7/29/2022,10,1,38,3,40,Control,Aged,11/24/20,Male,M03561-33503,M17,Jackson,0.95,30.50333333,24.99,64.275,33.77166667,5.513333333,11.63
7/29/2022,10,1,38,3,40,CpG.NP.Mi,Aged,11/24/20,Male,M03561-33503,M17,Jackson,0.95,33.68,25.55166667,68.56416667,34.88416667,8.128333333,12.84833333
7/29/2022,10,1,38,3,40,Control,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,34.50333333,26.44333333,70.535,36.03166667,8.06,12.5
7/29/2022,10,1,38,3,40,CpG.NP.Mi,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,33.35666667,24.3125,76.58,43.22333333,9.044166667,12.325
7/29/2022,10,2,39,3,40,CDN,Aged,11/24/20,Male,M03561-33503,M17,Jackson,0.95,25.20333333,20.62666667,35.86333333,10.66,4.576666667,8.991666667
7/29/2022,10,2,39,3,40,Control,Aged,11/24/20,Male,M03561-33503,M17,Jackson,0.95,24.52666667,20.20333333,38.84666667,14.32,4.323333333,9.373333333
7/29/2022,10,2,39,3,40,CDN,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,27.83666667,21.77333333,36.2225,8.385833333,6.063333333,8.835
7/29/2022,10,2,39,3,40,Control,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,27.59,21.61333333,40.07666667,12.48666667,5.976666667,9.203333333
7/29/2022,10,3,40,3,40,Control,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,19.27,15.365,24.49916667,5.229166667,3.905,7.878333333
7/29/2022,10,3,40,3,40,CpG,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,20.535,16.535,29.22,8.685,4,8.5
7/29/2022,10,3,40,3,40,LPS,Young,4/5/22,Male,M03560-33492,M18,Jackson,0.95,17.32833333,13.405,23.40666667,6.078333333,3.923333333,5.488333333
8/2/2022,11,1,41,3,40,CDN,Young,4/5/22,Male,M03560-33493,M19,Jackson,0.97,36.78666667,33.46833333,62.6625,25.87583333,3.596666667,14.05
8/2/2022,11,1,41,3,40,Control,Young,4/5/22,Male,M03560-33493,M19,Jackson,0.97,33.86666667,26.39333333,52.93333333,19.06666667,7.473333333,13.07666667
8/2/2022,11,1,41,3,40,Control,Young,4/5/22,Male,M03560-33493,M20,Jackson,0.97,42.95333333,33.73333333,80.68,37.72666667,9.22,16.55
8/2/2022,11,1,41,3,40,R848,Young,4/5/22,Male,M03560-33493,M20,Jackson,0.97,39.995,32.3525,74.05833333,34.06333333,7.6425,17.72166667
8/2/2022,11,2,42,3,40,Control,Young,4/5/22,Male,M03560-33493,M19,Jackson,0.97,22.31666667,17.64,27.61333333,5.296666667,4.676666667,8.566666667
8/2/2022,11,2,42,3,40,Control,Young,4/5/22,Male,M03560-33493,M20,Jackson,0.97,26.42333333,19.52333333,38.275,11.85166667,6.9,10.75
8/2/2022,11,2,42,3,40,CpG,Young,4/5/22,Male,M03560-33493,M20,Jackson,0.97,26.98166667,20.425,36.515,9.533333333,6.556666667,11.3
8/2/2022,11,2,42,3,40,R848,Young,4/5/22,Male,M03560-33493,M19,Jackson,0.97,25.585,19.365,34.90166667,9.316666667,6.22,9.438333333
8/2/2022,11,3,43,3,40,CDN,Young,4/5/22,Male,M03560-33493,M20,Jackson,0.97,21.585,16.49,26.79583333,5.210833333,5.095,6.601666667
8/2/2022,11,3,43,3,40,Control,Young,4/5/22,Male,M03560-33493,M20,Jackson,0.97,24.23666667,18.83666667,37.85333333,13.61666667,5.4,7.636666667
8/2/2022,11,3,43,3,40,CpG,Young,4/5/22,Male,M03560-33493,M19,Jackson,0.97,21.255,15.705,29.8375,8.5825,5.55,6.36
9/14/2022,12,1,44,3,40,CDN.NP.Mi,Aged,11/24/20,Male,M03561-33504,M21,Jackson,0.95,22.58333333,18.6625,57.82833333,35.245,3.920833333,13.46666667
9/14/2022,12,1,44,3,40,Control,Aged,11/24/20,Male,M03561-33504,M21,Jackson,0.95,19.31333333,17.36833333,41.28,21.96666667,1.945,11.18
9/14/2022,12,1,44,3,40,Control,Young,6/28/22,Male,M03607-34069,M22,Jackson,0.95,28.52,23.36,48.485,19.965,5.16,11.88
9/14/2022,12,1,44,3,40,LPS,Young,6/28/22,Male,M03607-34069,M22,Jackson,0.95,25.01333333,19.80416667,39.88666667,14.87333333,5.209166667,10.15833333
9/14/2022,12,2,45,3,40,Control,Aged,11/24/20,Male,M03561-33504,M21,Jackson,0.95,16.34,13.225,25.53,9.19,3.115,7.56
9/14/2022,12,2,45,3,40,CpG,Aged,11/24/20,Male,M03561-33504,M21,Jackson,0.95,21.46166667,16.94916667,38.5525,17.09083333,4.5125,10.545
9/14/2022,12,2,45,3,40,Control,Young,6/28/22,Male,M03607-34069,M22,Jackson,0.95,16.80666667,12.325,19.82666667,3.02,4.481666667,6.553333333
9/14/2022,12,2,45,3,40,CpG,Young,6/28/22,Male,M03607-34069,M22,Jackson,0.95,12.73333333,8.998333333,11.51,0,3.735,5.405
9/14/2022,12,3,46,3,40,Control,Aged,11/24/20,Male,M03561-33504,M21,Jackson,0.95,31.03666667,26.42,72.12166667,41.085,4.616666667,14.62333333
9/14/2022,12,3,46,3,40,CpG.NP.Mi,Aged,11/24/20,Male,M03561-33504,M21,Jackson,0.95,26.95666667,23.24,64.12,37.16333333,3.716666667,15.035
9/14/2022,12,3,46,3,40,Control,Young,6/28/22,Male,M03607-34069,M22,Jackson,0.95,23.8,18.83333333,34.005,10.205,4.966666667,8.74
9/14/2022,12,3,46,3,40,CpG.NP.Mi,Young,6/28/22,Male,M03607-34069,M22,Jackson,0.95,19.28666667,15.44,37.75,18.46333333,3.846666667,9.3
9/15/2022,13,1,47,3,86,Control,Young,6/28/22,Male,M03607-34068,M23,Jackson,0.89,57.2,39.08,109.71,52.51,18.12,24.4
9/15/2022,13,1,47,3,86,LPS,Young,6/28/22,Male,M03607-34068,M23,Jackson,0.89,64.63,44.31,120.015,55.385,20.32,27.925
9/15/2022,13,1,47,3,86,R848,Young,6/28/22,Male,M03607-34068,M23,Jackson,0.89,68.23916667,41.56916667,126.2125,57.97333333,26.67,31.0725
9/15/2022,13,2,48,3,86,LPS,Young,6/28/22,Male,M03607-34068,M23,Jackson,0.89,44.7,27.025,76.84833333,32.14833333,17.675,28.99666667
9/26/2023,14,1,49,3,40,Control,Aged,1/18/22,Male,M03979-38646,M24,Unknown,0.95,32.67,26.00333333,66.91666667,34.24666667,6.666666667,12.69333333
9/26/2023,14,1,49,3,40,MPLA,Aged,1/18/22,Male,M03979-38646,M24,Unknown,0.95,35.86833333,28.835,80.40583333,44.5375,7.033333333,13.83166667
9/26/2023,14,1,49,3,40,Control,Young,8/1/23,Male,M04122-40061,M25,Jackson,0.97,49.83666667,39.68333333,139.185,89.34833333,10.15333333,19.64
9/26/2023,14,1,49,3,40,MPLA,Young,8/1/23,Male,M04122-40061,M25,Jackson,0.97,40.64666667,31.855,104.5258333,63.87916667,8.791666667,14.42666667
9/29/2023,15,1,50,3,40,Control,Aged,12/21/22,Female,M03978-38659,M26,NIH,0.94,62.40666667,50.49333333,98.46833333,36.06166667,11.91333333,25.03666667
9/29/2023,15,1,50,3,40,MPLA,Aged,12/21/22,Female,M03978-38659,M26,NIH,0.94,60.63666667,50.96333333,108.5891667,47.9525,9.673333333,24.71333333
9/29/2023,15,1,50,3,40,Control,Young,8/1/23,Female,M04121-40063,M27,Jackson,0.94,48.31666667,39.68,76.80166667,28.485,8.636666667,21.36333333
9/29/2023,15,1,50,3,40,MPLA,Young,8/1/23,Female,M04121-40063,M27,Jackson,0.94,43.33,33.655,69.12916667,25.79916667,9.675,16.85333333
10/3/2023,16,1,51,3,40,Control,Aged,12/15/21,Female,M03978-38650,M28,NIH,0.94,32.64666667,26.15,75.06666667,42.42,6.496666667,13.17333333
10/3/2023,16,1,51,3,40,MPLA,Aged,12/15/21,Female,M03978-38650,M28,NIH,0.94,42.86333333,38.73333333,92.32,49.45666667,4.13,12.49
10/3/2023,16,1,51,3,40,Control,Young,8/1/23,Female,M04121-40063,M29,Jackson,0.91,29.92,24.76333333,48.32,18.4,5.156666667,14.14
10/3/2023,16,1,51,3,40,MPLA,Young,8/1/23,Female,M04121-40063,M29,Jackson,0.91,23.42333333,18.18833333,56.78333333,33.36,5.235,8.356666667
11/3/2023,17,1,52,3,40,Control,Young,8/1/23,Male,M04122-40061,M30,Jackson,0.92,35.91333333,30.17888889,65.795,29.88166667,5.734444444,12.33
11/3/2023,17,1,52,3,40,MPLA,Young,8/1/23,Male,M04122-40061,M30,Jackson,0.92,36.52333333,31.185,75.93833333,39.415,5.338333333,12.28166667
11/8/2023,18,1,53,3,40,Control,Aged,12/15/21,Female,M03978-38649,M31,NIH,0.86,45.51333333,36.59833333,148.56,103.0466667,8.915,22.59
11/8/2023,18,1,53,3,40,MPLA.NP.Mi,Aged,12/15/21,Female,M03978-38649,M31,NIH,0.86,42.76833333,32.48916667,140.3916667,97.62333333,10.27916667,21.97333333
11/8/2023,18,1,53,3,40,Control,Young,8/1/23,Female,M04121-40065,M32,Jackson,0.88,43.69666667,34.81166667,94.41,50.71333333,8.885,14.64
11/8/2023,18,1,53,3,40,MPLA.NP.Mi,Young,8/1/23,Female,M04121-40065,M32,Jackson,0.88,39.07,33.29166667,105.6183333,66.54833333,5.778333333,15.05666667
12/13/2023,19,1,54,3,40,Control,Aged,3/1/22,Female,M04119-40067,M33,Jackson,0.88,31.71666667,25.02666667,56.43333333,24.71666667,6.69,9.966666667
12/13/2023,19,1,54,3,40,MPLA.NP.Mi,Aged,3/1/22,Female,M04119-40067,M33,Jackson,0.88,31.75666667,26.14833333,77.67333333,45.91666667,5.608333333,12.36166667
12/13/2023,19,1,54,3,40,Control,Young,9/12/23,Female,M04193-40692,M34,Jackson,0.9,48.64,40.98666667,143.0066667,94.36666667,7.653333333,17.61333333
12/13/2023,19,1,54,3,40,MPLA.NP.Mi,Young,9/12/23,Female,M04193-40692,M34,Jackson,0.9,42.45166667,34.895,131.7,89.24833333,7.556666667,13.735
12/13/2023,20,2,55,3,40,Control,Aged,3/1/22,Female,M04119-40067,M33,Jackson,0.88,30.45,24.60166667,59.10833333,28.65833333,5.848333333,9.106666667
12/13/2023,20,2,55,3,40,R848.NP.Mi,Aged,3/1/22,Female,M04119-40067,M33,Jackson,0.88,37.51666667,30.95833333,91.83583333,54.31916667,6.558333333,13.09666667
12/13/2023,20,2,55,3,40,Control,Young,9/12/23,Female,M04193-40692,M34,Jackson,0.9,33.89333333,29.44333333,88.645,54.75166667,4.45,9.85
12/13/2023,20,2,55,3,40,R848.NP.Mi,Young,9/12/23,Female,M04193-40692,M34,Jackson,0.9,42.37333333,35.42083333,142.6275,100.2541667,6.9525,16.16
12/13/2023,20,3,56,3,40,Control,Aged,3/1/22,Female,M04119-40067,M33,Jackson,0.88,25.50666667,21.745,55.35666667,29.85,3.761666667,12.29333333
12/13/2023,20,3,56,3,40,NP.Mi,Aged,3/1/22,Female,M04119-40067,M33,Jackson,0.88,25.81833333,23.04083333,60.1075,34.28916667,2.7775,15.315
12/13/2023,20,3,56,3,40,Control,Young,9/12/23,Female,M04193-40692,M34,Jackson,0.9,25.63333333,24.51166667,64.83666667,39.20333333,1.121666667,13.29333333
12/13/2023,20,3,56,3,40,NP.Mi,Young,9/12/23,Female,M04193-40692,M34,Jackson,0.9,18.255,18.815,59.4725,41.2175,0.214166667,13.645
12/14/2023,21,1,57,3,40,Control,Aged,3/1/22,Female,M04117-40071,M35,NIH,0.91,37.40333333,29.65333333,96.01166667,58.60833333,7.75,14.25333333
12/14/2023,21,1,57,3,40,NP.Mi,Aged,3/1/22,Female,M04117-40071,M35,NIH,0.91,23.30333333,19.11333333,66.4825,43.17916667,4.19,10.66
12/14/2023,21,1,57,3,40,Control,Young,9/12/23,Female,M04193-40691,M36,Jackson,0.92,25.57,19.80333333,31.04333333,5.473333333,5.766666667,8.086666667
12/14/2023,21,1,57,3,40,NP.Mi,Young,9/12/23,Female,M04193-40691,M36,Jackson,0.92,15.89833333,13.11416667,21.32333333,5.5,2.784166667,6.631666667
12/14/2023,21,3,59,3,40,Control,Aged,3/1/22,Female,M04117-40071,M35,NIH,0.91,20.15,15,49.195,29.045,5.15,11.59
12/14/2023,21,3,59,3,40,R848.NP.Mi,Aged,3/1/22,Female,M04117-40071,M35,NIH,0.91,31.11833333,18.665,95.58333333,64.465,12.45333333,15.89166667
12/14/2023,21,3,59,3,40,Control,Young,9/12/23,Female,M04193-40691,M36,Jackson,0.92,16.25,11.93,20.265,4.015,4.32,6.7
12/14/2023,21,3,59,3,40,R848.NP.Mi,Young,9/12/23,Female,M04193-40691,M36,Jackson,0.92,9.955833333,6.249166667,23.4675,13.51166667,3.706666667,5.05
12/15/2023,22,1,60,3,40,Control,Aged,3/1/22,Female,M04117-40071,M37,NIH,0.89,39.26,32.28833333,80.64666667,41.38666667,6.971666667,16.35333333
